protocol,SID,CCLASS,CCLASS2,LAC50,HILL,INF,ZERO,MAXR,DATA0,DATA1,DATA2,DATA3,DATA4,DATA5,DATA6,DATA7,DATA8,DATA9,DATA10,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,name,target,smi
s-my-C8-m4-1,NCGC00015144-04,2.3,4,-4.679209439,1.78848746,82.44085695,102.8207557,86.17084008,97.32075571,108.151597,108.5893559,101.4417846,108.5174451,97.54376075,97.14647754,104.8341107,99.93804263,96.3103019,86.17084008,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,O6-Benzylguanine,MGMT,NC1=NC(=C2N=C[NH]C2=N1)OCC3=CC=CC=C3
s-my-C8-m4-1,NCGC00015147-09,5,4,NA,NA,NA,NA,105.0141399,103.4524857,105.9389693,104.9913185,102.3737872,101.308353,105.9284116,106.6855791,105.1801254,102.4055794,105.7448977,105.0141399,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Benzamil,SCNN1D,N\C(NCC1=CC=CC=C1)=N/C(=O)C2=NC(=C(N)N=C2N)Cl
s-my-C8-m4-1,NCGC00015148-07,5,4,NA,NA,NA,NA,110.6975022,104.5071753,112.031903,110.9584312,105.2874886,113.1938536,109.2805104,111.0979323,110.4217586,117.2242716,108.1120452,110.6975022,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Buthionine sulphoximine,GSS,CCCC[S+]([O-])(=N)CCC(N)C(O)=O
s-my-C8-m4-1,NCGC00015149-15,1.3,4,-7.229209439,0.8,107.8650394,97.86503941,109.3676111,96.86503941,99.54968733,102.160687,97.41681534,106.090236,102.3432613,106.7648283,110.561212,107.0684625,103.919818,109.3676111,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Bumetanide,NA,CCCCNC1=CC(=CC(=C1OC2=CC=CC=C2)[S+](N)([O-])=O)C(O)=O
s-my-C8-m4-1,NCGC00015150-04,1.3,4,-4.929209439,0.7,114.5794444,102.1085014,111.5914253,101.5794444,101.947479,103.8204509,99.52032525,103.5778808,105.1236302,101.9011325,104.6873813,107.3187362,108.2666715,111.5914253,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Betaine,NA,C[N+](C)(C)CC(O)=O
s-my-C8-m4-1,NCGC00015159-06,1.3,4,-5.529209439,0.8,97.94417016,113.153218,99.0623448,114.653218,111.4406219,114.1517787,114.8110713,108.7220382,110.6268139,113.1358686,106.9628384,101.5168691,102.7781007,99.0623448,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Betaxolol hydrochloride,ADRB1,C2CC2COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
s-my-C8-m4-1,NCGC00015163-08,1.3,4,-5.879209439,1.1,101.6009217,111.138942,116.76425,107.638942,112.9907832,110.9156097,114.900691,108.6425099,110.1145935,109.2524143,104.6347389,104.3942782,101.7739251,116.76425,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Benserazide,DDC,NC(CO)C(=O)NNCC1=C(O)C(=C(O)C=C1)O
s-my-C8-m4-1,NCGC00015173-02,2.3,-3,-4.429209439,4.954917313,56.98468733,105.2958947,67.80096716,96.78628677,103.1217497,97.94594841,101.6128854,102.8900655,117.9931263,109.3436356,107.5698823,101.6257659,115.9993638,67.80096716,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,BRL-15572,HTR1D,OC(CN1CCN(CC1)C2=CC=CC(=C2)Cl)C(C3=CC=CC=C3)C4=CC=CC=C4
s-my-C8-m4-1,NCGC00015185-04,1.3,4,-5.079209439,4.954917313,98.06459218,112.9441468,102.4819333,108.4441468,110.4630653,110.9683655,109.5161903,119.2033974,110.4028094,121.3814562,109.3618629,114.0701405,93.54451795,102.4819333,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Carbidopa,NA,CC(CC1=CC(=C(O)C=C1)O)(NN)C(O)=O
s-my-C8-m4-1,NCGC00015191-06,5,4,NA,NA,NA,NA,97.27191285,98.77903645,112.5236188,102.4608703,101.3464737,96.67675005,99.54796258,98.95128911,96.358774,94.1026666,106.3846907,97.27191285,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Chlormezanone,GABRA1,C2CC(=O)N(C)C(C1=CC=C(Cl)C=C1)S2(=O)=O
s-my-C8-m4-1,NCGC00015199-19,1.3,4,-5.629209439,4.954917313,109.9850158,100.7025718,108.8969471,108.9850158,100.5700487,103.9347912,101.7069452,96.93071556,91.24964578,101.0147091,101.3811142,113.1406532,107.7765024,108.8969471,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Chlorambucil,NA,OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl
s-my-C8-m4-1,NCGC00015204-08,1.3,4,-6.779209439,2.333173377,107.3499441,99.34524286,104.729533,97.84994412,101.7147188,99.87866553,96.5960264,101.9610032,101.3691565,115.3750332,105.4334177,107.8370404,103.936341,104.729533,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Carmustine,NA,ClCCNC(=O)N(CCCl)N=O
s-my-C8-m4-1,NCGC00015205-07,2.1,-2.2,-4.729209439,2.406378377,55.05685983,101.7142086,55.46022101,98.9811502,110.7990521,99.7383863,98.6027022,106.3807915,99.68112501,100.1965099,101.4608628,98.43177213,85.84360222,55.46022101,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,PK-11195,NR1I3,CCC(C)N(C)C(=O)C1=NC(=C2C=CC=CC2=C1)C3=C(Cl)C=CC=C3
s-my-C8-m4-1,NCGC00015207-11,5,4,NA,NA,NA,NA,96.42964261,106.3458146,113.2313175,106.9339687,100.0361139,110.4723279,100.5183067,104.0746652,102.0636981,105.8367718,106.1285697,96.42964261,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Cilostazol,PDE3A,O=C1CCC2=C(N1)C=CC(=C2)OCCCCC3=NN=N[N]3C4CCCCC4
s-my-C8-m4-1,NCGC00015208-09,1.3,4,-4.879209439,4.954917313,102.219119,110.8481025,101.8239496,107.3481025,111.2167346,112.4244547,109.0518667,109.4043543,112.2979687,113.1877397,110.6073074,111.6602702,105.1129579,101.8239496,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Caffeine,NA,OC(C(CC(O)=O)(O)CC(O)=O)=O.O=C(N1C)N(C)C(N=CN2C)=C2C1=O
s-my-C8-m4-1,NCGC00015209-12,1.3,4,-4.929209439,4.954917313,89.10032061,106.7088437,89.70174112,102.7088437,103.987659,106.9340839,113.6756548,104.1427998,106.8666242,104.5129237,108.2681934,107.8352333,92.29800721,89.70174112,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Cyclophosphamide,BCL2,ClCCN(CCCl)[P]1(=O)NCCCO1
s-my-C8-m4-1,NCGC00015225-03,4,-2.1,-4.579209439,4.504470285,-10.19765774,105.1437112,-1.75910897,92.90126433,112.300458,102.5825478,110.0415035,114.8356231,104.1021038,99.18181178,104.8035565,103.5460416,95.00043028,-1.75910897,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Chelerythrine chloride,BCL2L1,COC1=C(OC)C2=C[N+](=C3C(=C2C=C1)C=CC4=CC5=C(OCO5)C=C34)C
s-my-C8-m4-1,NCGC00015226-11,1.3,4,-6.479209439,4.954917313,91.84235492,101.7017707,103.8310322,91.70177069,102.4163352,104.0289359,103.1034094,104.9402327,102.2548387,90.90359757,89.51497509,98.39008673,88.90225755,103.8310322,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Mitotane,NA,ClC(Cl)C(C1=CC=C(Cl)C=C1)C2=C(Cl)C=CC=C2
s-my-C8-m4-1,NCGC00015233-04,2.1,-3,-4.679209439,4.094972986,66.14007225,98.60783386,68.46803252,100.1078339,96.07264285,98.52469165,95.53397608,96.50074533,99.81490307,99.31621881,101.3341993,100.1408393,91.5146652,68.46803252,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Calmidazolium chloride,CAMKK2,ClC1=CC=C(C=C1)C(C2=CC=C(Cl)C=C2)[N+]3=C[N](CC(OCC4=C(Cl)C=C(Cl)C=C4)C5=C(Cl)C=C(Cl)C=C5)C=C3
s-my-C8-m4-1,NCGC00015242-12,1.3,4,-6.179209439,0.3,117.0715528,100.3792963,111.5006443,103.5715528,101.3280057,101.9210297,105.0570824,111.1913979,105.1123573,105.6922132,110.439881,110.5449966,115.8753215,111.5006443,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Chlorothiazide,NA,N[S+]([O-])(=O)C1=C(Cl)C=C2\N=C/N[S+]([O-])(=O)C2=C1
s-my-C8-m4-1,NCGC00015245-07,2.3,4,-4.629209439,1,99.40214391,112.7920534,103.6337955,114.7920534,109.7560759,111.1551911,113.7483926,114.4307658,112.7392369,113.5847671,110.6078065,110.2215477,107.9801012,103.6337955,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Bethanechol chloride,NA,CC(C[N+](C)(C)C)OC(N)=O
s-my-C8-m4-1,NCGC00015251-14,2.1,-3,-4.579209439,4.094972986,46.51763345,111.274808,52.41107496,113.0155797,112.0676324,114.8187915,111.994489,110.8230729,108.6490699,111.2697435,111.8917715,107.5355981,105.5611938,52.41107496,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Clotrimazole,CYP51A1,ClC1=C(C=CC=C1)C([N]2C=CN=C2)(C3=CC=CC=C3)C4=CC=CC=C4
s-my-C8-m4-1,NCGC00015252-13,2.3,-3,-4.579209439,4.094972986,71.47694375,110.178378,74.9610811,105.178378,124.3678607,123.6673437,106.5968642,101.9403163,103.3071575,108.0062521,109.0483724,111.5737414,106.3870084,74.9610811,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,Cyproheptadine hydrochloride,HRH1,CN1CCC(CC1)=C2C3=C(C=CC=C3)\C=C/C4=C2C=CC=C4
